City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,khuzhir,53.1939,107.3397,-14.38,89,97,3.16,RU,1675632491
365,saint helens,53.45,-2.7333,2.96,83,0,1.03,GB,1675632492
366,karratha,-20.7377,116.8463,30.61,56,5,3.79,AU,1675632492
367,aykhal,66.0,111.5,-36.29,100,94,1.18,RU,1675632493
368,aklavik,68.2191,-135.0107,-37.47,97,46,0.54,CA,1675632482
369,namatanai,-3.6667,152.4333,26.27,80,63,1.49,PG,1675632298
370,saint-augustin,51.226,-58.6502,-15.98,86,100,1.16,CA,1675632495
371,moncton,46.1159,-64.8019,-2.6,93,100,2.06,CA,1675632391
372,weligama,5.9667,80.4167,24.43,91,100,0.57,LK,1675632497
373,sao domingos,-13.3983,-46.3183,26.01,70,69,0.65,BR,1675632498
374,alice springs,-23.7,133.8833,12.75,76,0,2.06,AU,1675632443
375,usukhchay,41.4225,47.9132,-0.87,78,31,1.83,RU,1675632499
376,tessalit,20.1986,1.0114,21.2,11,81,3.78,ML,1675632447
377,borogontsy,62.6683,131.1683,-34.88,100,99,0.82,RU,1675632500
378,trairi,-3.2778,-39.2689,26.19,80,99,3.68,BR,1675632501
379,martapura,-3.4167,114.85,23.05,100,100,2.57,ID,1675632309
380,palaikastron,35.2,26.25,9.25,69,100,16.82,GR,1675632502
381,paita,-5.0892,-81.1144,26.35,67,4,6.29,PE,1675632503
382,aksarka,66.5606,67.7975,-25.88,100,71,0.77,RU,1675632490
383,ixtapa,20.7,-105.2,25.57,65,0,5.66,MX,1675632494
384,mersing,2.4312,103.8405,22.95,94,40,0.0,MY,1675632505
385,ruidoso,33.3317,-105.673,17.81,16,1,6.17,US,1675632506
386,kargasok,59.0556,80.8572,-18.82,100,99,1.83,RU,1675632506
387,fairbanks,64.8378,-147.7164,-13.93,76,0,3.09,US,1675632419
388,cam ranh,11.9214,109.1591,21.98,94,20,1.54,VN,1675632507
389,merauke,-8.4667,140.3333,25.74,88,100,3.07,ID,1675632458
390,smithers,54.7804,-127.1743,4.18,45,20,5.14,CA,1675632509
391,quatre cocos,-20.2078,57.7625,26.72,78,58,5.43,MU,1675632472
392,denizli,37.8402,29.0698,1.69,93,100,6.38,TR,1675632510
393,hokitika,-42.7167,170.9667,17.38,82,28,7.63,NZ,1675632511
394,vallenar,-28.5708,-70.7581,28.75,36,0,4.59,CL,1675632467
395,zinacantepec,19.2819,-99.7386,18.91,10,0,3.6,MX,1675632513
396,black diamond,47.3087,-122.0032,8.48,89,100,0.89,US,1675632513
397,coxim,-18.5067,-54.76,27.0,83,100,1.23,BR,1675632514
398,yar-sale,66.8333,70.8333,-26.49,100,59,1.07,RU,1675632515
399,yuanping,38.7153,112.7575,-0.04,41,100,1.61,CN,1675632516
400,lagos,6.5833,3.75,27.07,85,100,2.89,NG,1675632454
401,ambanja,-13.6833,48.45,23.7,93,92,1.19,MG,1675632518
402,port huron,42.9709,-82.4249,6.13,66,75,6.69,US,1675632518
403,nizwa,22.9333,57.5333,21.02,55,93,0.88,OM,1675632519
404,terney,45.0503,136.6092,-11.0,77,9,3.99,RU,1675632520
405,sterling,39.0062,-77.4286,13.76,32,100,7.2,US,1675632521
406,nuuk,64.1835,-51.7216,-11.18,85,100,2.68,GL,1675632441
407,srednekolymsk,67.45,153.6833,-36.45,99,100,2.41,RU,1675632522
408,verkhoyansk,67.5447,133.385,-37.8,100,99,0.77,RU,1675632523
409,manicore,-5.8092,-61.3003,24.97,88,20,2.57,BR,1675632524
410,leh,34.1667,77.5833,-14.16,62,99,0.33,IN,1675632424
411,moorhead,46.8739,-96.7676,-5.59,80,100,2.24,US,1675632525
412,bathsheba,13.2167,-59.5167,26.34,73,75,9.77,BB,1675632462
413,zhangjiakou,40.81,114.8794,-5.13,36,63,2.48,CN,1675632526
414,titay,7.8125,122.5344,22.28,88,96,0.23,PH,1675632527
415,balkanabat,39.5108,54.3671,7.93,48,48,1.84,TM,1675632528
416,pinega,64.7001,43.3936,-18.11,98,60,2.61,RU,1675632529
417,hami,42.8,93.45,-1.52,40,0,1.38,CN,1675632101
418,portland,45.5234,-122.6762,10.55,86,100,6.26,US,1675632374
419,vohibinany,-17.35,49.0333,22.01,99,100,0.95,MG,1675632530
420,ostersund,63.1792,14.6357,-1.75,86,0,5.66,SE,1675632487
421,bolshoye selo,57.7177,38.9334,-10.68,97,98,1.27,RU,1675632532
422,aliaga,15.5167,120.8667,25.72,87,43,1.24,PH,1675632532
423,celestun,20.8667,-90.4,24.33,72,46,6.8,MX,1675632533
424,yakeshi,49.2833,120.7333,-27.48,100,100,1.13,CN,1675632534
425,makakilo city,21.3469,-158.0858,26.18,63,40,4.12,US,1675632534
426,buchanan,5.8808,-10.0467,26.49,85,100,3.48,LR,1675632350
427,tomaszow mazowiecki,51.5313,20.0086,-2.47,27,81,1.73,PL,1675632489
428,songea,-10.6833,35.65,18.34,94,100,0.9,TZ,1675632537
429,zaplavnoye,48.7048,45.0229,-6.61,95,89,2.61,RU,1675632537
430,tchibanga,-2.85,11.0333,22.11,97,67,0.87,GA,1675632539
431,ormara,25.2088,64.6357,21.57,80,0,7.18,PK,1675632540
432,sherlovaya gora,50.5667,116.25,-30.64,100,100,0.38,RU,1675632541
433,lieksa,63.3167,30.0167,-6.55,97,100,1.78,FI,1675632541
434,rabo de peixe,37.8,-25.5833,14.73,82,40,3.6,PT,1675632543
435,ponta delgada,37.7333,-25.6667,15.4,82,40,3.6,PT,1675632545
436,akhnur,32.8667,74.7333,13.98,57,100,1.85,IN,1675632546
437,lulea,65.5842,22.1547,-9.96,92,0,1.54,SE,1675632486
438,kirovskiy,45.0917,133.5136,-20.72,99,88,0.75,RU,1675632524
439,nhulunbuy,-12.2333,136.7667,24.34,94,100,0.0,AU,1675632540
440,ceres,37.5949,-120.9577,15.68,63,75,5.66,US,1675632550
441,san cristobal,7.7669,-72.225,26.1,60,40,2.69,VE,1675632507
442,mananara,-16.1667,49.7667,23.26,94,100,2.08,MG,1675632553
443,aksha,50.2814,113.2867,-21.12,98,29,1.93,RU,1675632554
444,kolondieba,11.0882,-6.8926,27.85,16,50,2.28,ML,1675632555
445,skjervoy,70.0311,20.9714,2.0,64,100,12.57,NO,1675632558
446,brigham city,41.5102,-112.0155,2.32,83,100,2.24,US,1675632559
447,asau,46.4333,26.4,-4.29,92,100,4.24,RO,1675632480
448,ambovombe,-25.1667,46.0833,22.61,86,99,5.84,MG,1675632561
449,marsabit,2.3284,37.9899,21.35,35,15,4.05,KE,1675632562
450,nuevo progreso,23.1667,-97.95,24.7,51,1,4.47,MX,1675632563
451,divnomorskoye,44.5011,38.1353,3.41,72,100,5.27,RU,1675632566
452,ahuimanu,21.4447,-157.8378,26.84,76,44,2.68,US,1675632568
453,kadyy,57.787,43.1903,-10.44,98,95,0.66,RU,1675632569
454,balabac,7.9868,117.0645,26.53,81,79,6.67,PH,1675632469
455,kpandu,6.9954,0.2931,28.35,66,100,3.99,GH,1675632570
456,ambilobe,-13.2,49.05,23.37,93,100,0.37,MG,1675632571
457,songjianghe,42.1859,127.479,-12.03,98,100,1.01,CN,1675632572
458,deputatskiy,69.3,139.9,-33.16,98,100,1.67,RU,1675632573
459,waipawa,-41.4122,175.5153,20.23,65,0,7.22,NZ,1675632544
460,inuvik,68.3499,-133.7218,-34.52,68,20,0.0,CA,1675632575
461,nortelandia,-14.4547,-56.8028,28.7,73,97,0.91,BR,1675632576
462,semey,50.4111,80.2275,-6.54,96,98,3.61,KZ,1675632576
463,panaba,21.2833,-88.2667,25.98,68,46,6.02,MX,1675632577
464,kyren,51.6828,102.1408,-16.37,92,98,0.49,RU,1675632578
465,longonjo,-12.9067,15.2533,16.88,82,96,1.3,AO,1675632579
466,murdochville,48.9583,-65.5006,-13.51,91,100,2.45,CA,1675632579
467,juneau,58.3019,-134.4197,2.34,91,100,5.14,US,1675632222
468,fukue,32.6881,128.8419,10.61,54,100,4.73,JP,1675632581
469,gat,31.61,34.7642,14.11,100,94,6.39,IL,1675632581
470,roald,62.5833,6.1333,6.16,81,75,5.14,NO,1675632391
471,havoysund,70.9963,24.6622,3.13,72,100,13.41,NO,1675632583
472,prince albert,53.2001,-105.7677,-0.03,69,75,3.09,CA,1675632584
473,touros,-5.1989,-35.4608,26.94,74,96,4.76,BR,1675632584
474,lososina,48.9975,140.3106,-20.19,93,48,1.95,RU,1675632585
475,lorengau,-2.0226,147.2712,26.91,82,100,1.97,PG,1675632216
476,arlit,18.7369,7.3853,23.58,13,8,4.2,NE,1675632586
477,price,39.5994,-110.8107,2.59,55,100,1.54,US,1675632587
478,hay river,60.8156,-115.7999,-16.01,78,100,4.12,CA,1675632310
479,dingle,10.9995,122.6711,22.97,93,31,3.7,PH,1675632410
480,lake charles,30.2131,-93.2044,21.13,62,100,5.14,US,1675632459
481,praia da vitoria,38.7333,-27.0667,15.42,88,40,6.83,PT,1675632589
482,senanga,-16.1167,23.2667,19.61,94,88,2.13,ZM,1675632590
483,port hedland,-20.3167,118.5667,26.03,83,1,3.09,AU,1675632592
484,debre zeyit,8.75,38.9833,15.63,52,12,2.06,ET,1675632592
485,xai-xai,-25.0519,33.6442,24.06,83,6,3.63,MZ,1675632593
486,taoudenni,22.6783,-3.9836,18.17,19,49,4.72,ML,1675632594
487,aasiaat,68.7098,-52.8699,-21.35,90,100,4.78,GL,1675632595
488,macau,22.2006,113.5461,18.89,94,40,0.51,MO,1675632488
489,bonthe,7.5264,-12.505,25.58,79,100,4.05,SL,1675632596
490,pedernales,18.0384,-71.744,28.82,55,59,7.55,DO,1675632597
491,vila,42.0304,-8.1588,5.49,58,0,2.12,PT,1675632473
492,puerto suarez,-18.95,-57.8,32.31,51,40,1.54,BO,1675632599
493,can tho,10.0333,105.7833,21.99,100,20,1.03,VN,1675632599
494,mangrol,21.1167,70.1167,20.37,50,0,4.15,IN,1675632600
495,freeport,40.6576,-73.5832,7.99,73,0,7.2,US,1675632305
496,naifaru,5.4444,73.3657,26.63,79,100,1.8,MV,1675632602
497,pereira barreto,-20.6383,-51.1092,24.34,85,89,2.01,BR,1675632605
498,richards bay,-28.783,32.0377,23.47,85,48,1.85,ZA,1675632607
499,aberdeen,57.1437,-2.0981,6.27,56,99,1.54,GB,1675631938
500,camacha,33.0833,-16.3333,14.68,67,40,6.17,PT,1675632459
501,raga,8.4596,25.678,23.96,16,6,1.33,SS,1675632331
502,florianopolis,-27.6146,-48.5012,25.57,83,20,5.66,BR,1675632492
503,dubbo,-32.25,148.6167,19.07,63,0,4.63,AU,1675632513
504,mumbwa,-14.9783,27.0619,17.67,97,100,1.87,ZM,1675632622
505,lengshuitan,26.4111,111.5956,8.94,90,98,0.47,CN,1675632625
506,lasa,46.6166,10.7002,1.49,91,65,2.51,IT,1675632513
507,zaranj,30.9667,61.8833,9.98,57,0,4.45,AF,1675632628
508,disna,55.568,28.1971,-10.98,97,100,1.98,BY,1675632629
509,prince rupert,54.3161,-130.3201,5.05,81,0,8.23,CA,1675632604
510,college,64.8569,-147.8028,-13.94,75,0,3.09,US,1675632400
511,rosetta,31.4044,30.4164,14.43,69,78,14.02,EG,1675632631
512,villarrica,-25.75,-56.4333,29.46,35,100,1.3,PY,1675632631
513,esna,25.2934,32.554,12.01,36,69,2.7,EG,1675632632
514,hobyo,5.3505,48.5268,24.53,79,13,7.98,SO,1675632408
515,rumonge,-3.9736,29.4386,20.76,82,91,1.19,BI,1675632633
516,morant bay,17.8815,-76.4093,29.84,73,6,5.71,JM,1675632634
517,whitehorse,60.7161,-135.0538,-11.57,85,40,4.63,CA,1675632635
518,marrakesh,31.6315,-8.0083,15.04,33,40,1.54,MA,1675632636
519,ostrovnoy,68.0531,39.5131,-11.71,95,94,6.7,RU,1675632192
520,marystown,47.1666,-55.1483,-4.73,69,89,7.69,CA,1675632637
521,patamundai,20.5667,86.5667,17.2,82,6,1.82,IN,1675632638
522,kologriv,58.8275,44.3178,-12.35,99,96,0.67,RU,1675632640
523,slave lake,55.2834,-114.769,-2.01,93,75,3.6,CA,1675632641
524,deer lake,49.1667,-57.4316,-7.08,86,100,7.72,CA,1675632633
525,jardim,-21.4803,-56.1381,25.89,75,82,1.64,BR,1675632222
526,bari,41.1177,16.8512,5.49,54,75,9.83,IT,1675632643
527,syracuse,37.0881,15.2792,6.77,51,1,8.64,IT,1675632644
528,serov,59.6033,60.5787,-10.18,98,100,0.98,RU,1675632645
529,vanavara,60.34,102.2797,-13.92,97,100,1.5,RU,1675632646
530,kulu,39.0951,33.0799,-2.08,88,100,7.94,TR,1675632647
531,atbasar,51.8,68.3333,-10.38,96,100,3.21,KZ,1675632648
532,kuala terengganu,5.3302,103.1408,25.97,89,40,2.57,MY,1675632648
533,port macquarie,-31.4333,152.9167,23.83,73,89,1.7,AU,1675632467
534,uhlove,44.8215,33.6045,1.12,81,100,9.98,UA,1675632650
535,mayumba,-3.432,10.6554,25.67,86,75,2.26,GA,1675632651
536,baculin,7.4525,126.5842,24.63,82,89,2.43,PH,1675632652
537,saint john,45.2727,-66.0677,3.0,86,100,1.54,CA,1675632362
538,iberia,29.9502,-91.7507,21.65,46,75,3.6,US,1675632653
539,evanston,42.0411,-87.6901,5.27,65,40,4.63,US,1675632454
540,burnie,-41.0667,145.9167,16.69,67,54,5.06,AU,1675632654
541,gladstone,-23.85,151.25,25.99,78,100,5.66,AU,1675632655
542,altay,47.8667,88.1167,-8.6,68,83,2.91,CN,1675632656
543,muroto,33.2833,134.15,9.33,56,100,2.76,JP,1675632407
544,sao joao do paraiso,-15.3136,-42.0144,23.41,67,66,1.59,BR,1675632657
545,kaeo,-35.1,173.7833,20.74,94,79,4.23,NZ,1675632336
546,kasongo,-4.45,26.6667,20.42,95,100,1.5,CD,1675632659
547,masagua,14.2031,-90.8481,32.95,38,9,3.91,GT,1675632660
548,puerto leguizamo,-0.1934,-74.7819,26.03,74,77,1.36,CO,1675632661
549,denpasar,-8.65,115.2167,24.84,94,75,10.29,ID,1675632662
550,tefe,-3.3542,-64.7114,29.06,84,75,9.26,BR,1675632664
551,sambava,-14.2667,50.1667,24.31,90,99,2.03,MG,1675632665
552,kalundborg,55.6795,11.0886,2.79,87,68,6.92,DK,1675632666
553,bubaque,11.2833,-15.8333,24.69,62,51,6.23,GW,1675632667
554,mulki,13.1,74.8,26.6,83,18,0.0,IN,1675632669
555,karasjok,69.4719,25.5112,-2.19,81,82,7.33,NO,1675632670
556,mecca,21.4267,39.8261,21.67,62,26,0.98,SA,1675632408
557,ugoofaaru,5.6667,73.0,26.65,77,100,1.41,MV,1675632674
558,astoria,46.1879,-123.8313,8.94,94,100,5.14,US,1675632677
559,mitsamiouli,-11.3847,43.2844,27.5,78,100,2.56,KM,1675632409
560,sosnovo-ozerskoye,52.5249,111.5418,-25.62,99,93,2.4,RU,1675632680
561,naryan-mar,67.6713,53.087,-16.61,99,98,3.0,RU,1675632522
562,verkhovazhye,60.7472,42.0465,-19.16,100,100,1.3,RU,1675632687
563,willowmore,-33.2926,23.4895,20.45,68,70,3.47,ZA,1675632688
564,araceli,10.5529,119.9913,25.84,85,97,6.11,PH,1675632503
